,dataset_id_custom,cell_type,assay,count_celltype,dataset_id,count,collection_name,collection_doi_label,dataset_title,citation,soma_joinid,proportion_celltype,assay_short,cell_type_broad
10,Arunachalam,lymphocyte,10x 3' v3,79,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,0.3043846805887339,10x 3',T cell
11,Arunachalam,memory B cell,10x 3' v3,118,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,0.454650535562919,10x 3',B cells
12,Arunachalam,mucosal invariant T cell,10x 3' v3,183,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,0.7050936271865608,10x 3',T cell
13,Arunachalam,naive B cell,10x 3' v3,415,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,1.598982815750944,10x 3',B cells
14,Arunachalam,"naive thymus-derived CD4-positive, alpha-beta T cell",10x 3' v3,2642,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,10.17954843184095,10x 3',T cells CD4 conv
15,Arunachalam,"naive thymus-derived CD8-positive, alpha-beta T cell",10x 3' v3,132,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,0.5085921245280111,10x 3',T cells CD8
16,Arunachalam,natural killer cell,10x 3' v3,4565,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,17.588810973260383,10x 3',NK cells
17,Arunachalam,neutrophil,10x 3' v3,1,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,0.00385297064036372,10x 3',Neutrophils
18,Arunachalam,non-classical monocyte,10x 3' v3,2538,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,9.778839485243122,10x 3',Monocytes
19,Arunachalam,plasmablast,10x 3' v3,29,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,0.1117361485705479,10x 3',Plasma cells
20,Arunachalam,"plasmacytoid dendritic cell, human",10x 3' v3,1067,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,4.11111967326809,10x 3',pDC
21,Arunachalam,platelet,10x 3' v3,752,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,2.897433921553518,10x 3',Platelets
22,Arunachalam,regulatory T cell,10x 3' v3,404,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,1.556600138706943,10x 3',Tregs
23,Arunachalam,transitional stage B cell,10x 3' v3,374,59b69042-47c2-47fd-ad03-d21beb99818f,25954,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,Jin et al. (2021) iScience,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/fbe23743-b3b5-4e2c-9bb2-95ee14d36783.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,1082,1.4410110194960313,10x 3',B cells
24,Binvignat,"CD4-positive, alpha-beta T cell",10x 3' v3,353,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,0.5875499334221039,10x 3',T cells CD4 conv
25,Binvignat,"CD8-positive, alpha-beta memory T cell",10x 3' v3,1180,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,1.9640479360852199,10x 3',T cells CD8
26,Binvignat,"central memory CD4-positive, alpha-beta T cell",10x 3' v3,11131,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,18.526964047936083,10x 3',T cells CD4 conv
27,Binvignat,classical monocyte,10x 3' v3,8324,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,13.854860186418108,10x 3',Monocytes
28,Binvignat,"effector memory CD4-positive, alpha-beta T cell",10x 3' v3,6875,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,11.443075898801599,10x 3',T cells CD4 conv
29,Binvignat,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",10x 3' v3,1300,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,2.1637816245006656,10x 3',T cells CD8
30,Binvignat,gamma-delta T cell,10x 3' v3,707,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,1.1767643142476698,10x 3',T cell
31,Binvignat,memory B cell,10x 3' v3,3591,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,5.977030625832223,10x 3',B cells
32,Binvignat,myeloid dendritic cell,10x 3' v3,3018,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,5.0233022636484685,10x 3',mDC
33,Binvignat,naive B cell,10x 3' v3,4137,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,6.885818908122503,10x 3',B cells
34,Binvignat,"naive thymus-derived CD4-positive, alpha-beta T cell",10x 3' v3,9394,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,15.635818908122504,10x 3',T cells CD4 conv
35,Binvignat,"naive thymus-derived CD8-positive, alpha-beta T cell",10x 3' v3,1854,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,3.0858854860186415,10x 3',T cells CD8
36,Binvignat,natural killer cell,10x 3' v3,5792,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,9.640479360852197,10x 3',NK cells
37,Binvignat,non-classical monocyte,10x 3' v3,1457,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,2.425099866844208,10x 3',Monocytes
38,Binvignat,plasmablast,10x 3' v3,967,d18736c3-6292-4379-919a-d6d973204c87,60080,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Binvignat et al. (2024) JCI Insight,Single-cell RNA-seq analysis reveals cell subsets and gene signatures associated with Rheumatoid Arthritis Disease Activity,Publication: https://doi.org/10.1172/jci.insight.178499 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9c13da-7134-4d09-8086-d0933cbdba41.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b,842,1.6095206391478027,10x 3',Plasma cells
39,BioResourceCollaboration,B cell,10x 3' transcription profiling,334,c7775e88-49bf-4ba2-a03b-93f00447c958,104923,Single-cell multi-omics analysis of the immune response in COVID-19,Cambridge Institute of Therapeutic Immunology and Infectious Disease-National Institute of Health Research (CITIID-NIHR) COVID-19 BioResource Collaboration et al. (2021) Nat Med,Single-cell multi-omics analysis of the immune response in COVID-19,Publication: https://doi.org/10.1038/s41591-021-01329-2 Dataset Version: https://datasets.cellxgene.cziscience.com/5ad66a4f-d619-4cb3-8015-a87c755647b3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,1517,0.31832867912659757,10x 3',B cells
40,BioResourceCollaboration,"CD14-low, CD16-positive monocyte",10x 3' transcription profiling,198,c7775e88-49bf-4ba2-a03b-93f00447c958,104923,Single-cell multi-omics analysis of the immune response in COVID-19,Cambridge Institute of Therapeutic Immunology and Infectious Disease-National Institute of Health Research (CITIID-NIHR) COVID-19 BioResource Collaboration et al. (2021) Nat Med,Single-cell multi-omics analysis of the immune response in COVID-19,Publication: https://doi.org/10.1038/s41591-021-01329-2 Dataset Version: https://datasets.cellxgene.cziscience.com/5ad66a4f-d619-4cb3-8015-a87c755647b3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,1517,0.18870981576965964,10x 3',Monocytes
